id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl
102,UV Protected Oval Sunglasses,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg",-,4999,4999,0,0,0,RESIST EYEWEAR,https://www.myntra.com/sunglasses/resist-eyewear/resist-eyewear-oval-sunglasses-with-uv-protected-lens-augustineblackblack1/22929228/buy
103,Rhodium-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg",-,1484,5499,0,0,73,Aazeen,https://www.myntra.com/jewellery-set/aazeen/aazeen-rhodium-plated-ad-studded-jewellery-set/22919154/buy
104,Gold-Plated Finger Ring,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg",-,369,369,0,0,0,MYKI,https://www.myntra.com/ring/myki/myki-gold-plated-cz-studded-exclusive-eternal-star-finger-ring/22910178/buy
105,Set of 6 Hair Accessory,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg",-,599,599,0,0,0,Hair Flare,https://www.myntra.com/hair-accessory/hair-flare/hair-flare-women-set-of-6-artificial-flower-with-pearl-hair-accessory/22891772/buy
106,Wayfarer Sunglasses,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg",-,1043,1490,0,0,30,MAGNEQ,https://www.myntra.com/sunglasses/magneq/magneq-lens--wayfarer-sunglasses-with-polarised--uv-protected-lens-mg-8305s-c1-5618/22886254/buy
107,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg",-,645,1699,0,0,1054,MANSIYAORANGE,https://www.myntra.com/jewellery-set/mansiyaorange/mansiyaorange-gold-plated-ethnic-motif-jewellery-set/22867496/buy
108,Women Textured Casual Belt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg",-,391,1399,0,0,72,CRUSSET,https://www.myntra.com/belts/crusset/crusset-women-textured-casual-belt/22914374/buy
109,Body Wash With Body Spray,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg",-,514,514,0,0,0,FRENCH ESSENCE,https://www.myntra.com/bath-and-body-gift-set/french-essence/french-essence-body-wash-with-body-spray/22820656/buy
110,Studs Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg",-,1258,1573,0,0,20,PALMONAS,https://www.myntra.com/earrings/palmonas/palmonas-gold-plated-cubic-zirconia-contemporary-studs-earrings/22922588/buy
111,Set Of 2 Gold-Plated Anklets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg",-,2995,2995,0,0,0,Silvermerc Designs,https://www.myntra.com/anklet/silvermerc-designs/silvermerc-designs-set-of-2-gold-plated-beaded-anklets/22882202/buy
112,Gold-Plated Long Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg",-,465,1699,0,0,1234,MANSIYAORANGE,https://www.myntra.com/jewellery-set/mansiyaorange/mansiyaorange-gold-plated-textured-long-jewellery-set/22867492/buy
113,Gold-Plated Necklace,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg",-,339,1699,0,0,80,ROFARWORD,https://www.myntra.com/necklace-and-chains/rofarword/rofarword-gold-plated-necklace/22915834/buy
114,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg",-,309,1549,0,0,80,ROFARWORD,https://www.myntra.com/jewellery-set/rofarword/rofarword-gold-plated-stone-studded-jewellery-set/22889428/buy
115,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg",-,1395,4500,0,0,69,GRIIHAM,https://www.myntra.com/jewellery-set/griiham/-griiham-gold-plated-cz-studded--beaded-jewellery-set/22930572/buy
