id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl
287,Printed Kurta with Trousers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127504/2023/2/25/9e5b26c3-741f-444b-a64c-7caea5007fda1677323736887RedPrintedPlusSizeKurtawithPants1.jpg",-,1529,4499,0,0,66,Sringam,https://www.myntra.com/kurta-sets/sringam/sringam-plus-size-floral-printed-beads-and-stones-screen-pure-cotton-kurta-with-trousers/22127504/buy
288,Floral Printed Cotton Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127498/2023/2/25/e037ea5d-14c0-41e4-b553-460764d5b3101677325188552SringamWomenBlackFloralPrintedKeyholeNeckFlaredSleevesGottaP1.jpg",-,956,2899,0,0,67,Sringam,https://www.myntra.com/kurtas/sringam/sringam-plus-size-floral-printed-straight-cotton-kurta/22127498/buy
289,Embroidered Silk Cotton Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127520/2023/2/25/145a808f-f475-4061-92f6-0d036ae161481677325651411SringamWomenRedEmbroideredThreadWorkKurta1.jpg",-,951,2799,0,0,66,Sringam,https://www.myntra.com/kurtas/sringam/sringam-plus-size-embroidered-thread-work-silk-cotton-kurta/22127520/buy
290,Plus Size Kurta with Trousers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127506/2023/2/25/609114b5-a62a-4cf5-a31b-c5c33397ab821677323780969PurpleSolidEmbroideredPlusSizeKurtawithPants1.jpg",-,1399,3999,0,0,65,Sringam,https://www.myntra.com/kurta-sets/sringam/sringam-plus-size-ethnic-motifs-embroidered-mirror-work-straight-kurta-with-trousers/22127506/buy
291,Women Geometric Embroidered Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127522/2023/2/25/fe27617a-8c8c-49be-bdee-bdc57d156fee1677323836740SringamWomenGreenGeometricEmbroideredKeyholeNeckCold-Shoulde1.jpg",-,951,2799,4.3,3,66,Sringam,https://www.myntra.com/kurtas/sringam/sringam-plus-size-geometric-embroidered-thread-work-silk-cotton-kurta/22127522/buy
292,Ethnic Motifs Printed Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22127526/2023/2/25/237d88e9-fa23-42db-9be7-bb56033ac8a81677323840874SringamWomenYellowEthnicMotifsPrintedKurta1.jpg",-,927,2899,0,0,68,Sringam,https://www.myntra.com/kurtas/sringam/sringam-plus-size-ethnic-motifs-printed-round-neck-pure-cotton-kurta/22127526/buy
293,Printed Extended Sleeves Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22033752/2023/2/18/8e40c343-c25a-4956-a124-d2c82013fc421676703739412RuhaansBlackPrintTop1.jpg",-,815,1699,0,0,52,Ruhaans,https://www.myntra.com/tops/ruhaans/ruhaans-printed-boat-neck-extended-sleeves-regular-top/22033752/buy
294,Striped A-Line Midi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22039246/2023/2/18/4079b181-a65e-42a5-8255-df9bdc3edc371676722354520FLAMBOYANTBlackStripedA-LineMidiDress1.jpg",-,827,3599,0,0,77,FLAMBOYANT,https://www.myntra.com/dresses/flamboyant/flamboyant-striped-a-line-midi-dress/22039246/buy
295,Women Parallel Trousers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22006894/2023/2/16/e07a9207-07d3-4bdd-9daf-79c70bbb3bda1676560766832NextOneWomenBlackStraightFitHigh-RiseEasyWashTrousers1.jpg",-,1199,2999,0,0,60,Next One,https://www.myntra.com/trousers/next-one/next-one-women-straight-fit-high-rise-parallel-trousers/22006894/buy
296,Mandarin Collar Shirt Style Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21441872/2023/2/17/18199184-3188-4b69-8832-cc9b80ef56101676624623908-MALHAAR-Mandarin-Collar-Shirt-Style-Top-8221676624623266-1.jpg",-,794,2649,0,0,70,MALHAAR,https://www.myntra.com/tops/malhaar/malhaar-mandarin-collar-shirt-style-top/21441872/buy
297,Ethnic Motifs Printed Pure Cotton Kurti,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22011378/2023/2/16/5c5ff9f9-7d20-4b8d-aaca-498191157cdc1676564245890FeranoidPrintedShortKurti1.jpg",-,499,2499,0,0,2000,FERANOID,https://www.myntra.com/kurtis/feranoid/feranoid-ethnic-motifs-printed-pure-cotton-kurti/22011378/buy
298,Checked Shirt Style Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22015018/2023/2/17/f5edef2e-882d-46e1-b9f3-5b902296c1921676617572906IDKGreenGeometricPrintMandarinCollarTop1.jpg",-,1199,1999,0,0,40,IDK,https://www.myntra.com/tops/idk/idk-green-checked-bell-sleeves-shirt-style-top/22015018/buy
299,Puff-Sleeved Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22005360/2023/2/16/7dd3f3af-2d3a-42c2-b638-203bfabf09731676554461412Puff-sleevedtop1.jpg",-,999,999,4.3,66,0,H&M,https://www.myntra.com/tops/hm/hm-puff-sleeved-top/22005360/buy
300,Women Plus Size Shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/20693468/2023/2/3/79a2f5d3-ef47-4068-bba6-218a8d23b2341675415190980-Sztori-Women-Blue-Casual-Shirt-5481675415190370-1.jpg",-,599,1499,4.7,21,60,Sztori,https://www.myntra.com/shirts/sztori/sztori-women-plus-size-casual-shirt/20693468/buy
